,Unnamed: 0,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity
8795,9277,-122.58,38.12,13.0,5027.0,871.0,1912.0,770.0,4.9286,NEAR BAY
8796,4154,-118.2,34.11,46.0,3659.0,1068.0,4153.0,993.0,2.5211,<1H OCEAN
8797,1861,-124.3,41.84,17.0,2677.0,531.0,1244.0,456.0,3.0313,NEAR OCEAN
8798,16174,-122.36,37.72,10.0,479.0,125.0,355.0,108.0,2.7083,NEAR BAY
8799,20620,-121.48,39.05,40.0,198.0,41.0,151.0,48.0,4.5625,INLAND
8800,15106,-117.01,32.84,23.0,1951.0,395.0,901.0,378.0,3.1023,<1H OCEAN
8801,20598,-121.58,39.15,38.0,1756.0,396.0,837.0,401.0,1.9122,INLAND
8802,4027,-118.55,34.18,32.0,3011.0,529.0,1287.0,525.0,5.0605,<1H OCEAN
8803,315,-122.19,37.76,45.0,995.0,238.0,630.0,237.0,1.925,NEAR BAY
8804,15719,-122.44,37.78,39.0,1181.0,310.0,901.0,281.0,1.4866,NEAR BAY
8805,153,-122.23,37.81,52.0,1433.0,229.0,612.0,213.0,4.7708,NEAR BAY
8806,3426,-118.43,34.27,31.0,1130.0,276.0,1533.0,269.0,4.2353,<1H OCEAN
8807,708,-122.07,37.68,36.0,1815.0,426.0,1280.0,431.0,3.25,NEAR BAY
8808,18450,-121.81,37.23,24.0,2413.0,369.0,1237.0,381.0,6.4328,<1H OCEAN
8809,1574,-122.03,37.83,24.0,5948.0,738.0,1997.0,710.0,9.8708,NEAR BAY
8810,7766,-118.11,33.91,22.0,1981.0,472.0,1231.0,457.0,4.0878,<1H OCEAN
8811,19671,-120.83,37.52,6.0,1488.0,252.0,773.0,259.0,4.1859,INLAND
8812,10427,-117.63,33.46,7.0,7684.0,1088.0,2812.0,1057.0,6.3401,NEAR OCEAN
8813,10345,-117.67,33.61,24.0,3859.0,661.0,1972.0,624.0,5.7871,<1H OCEAN
8814,10664,-117.84,33.64,11.0,6840.0,1689.0,6083.0,1629.0,2.4132,<1H OCEAN
8815,15816,-122.42,37.76,52.0,1190.0,400.0,1270.0,332.0,2.0329,NEAR BAY
8816,14709,-117.07,32.79,25.0,2489.0,314.0,911.0,309.0,7.8336,NEAR OCEAN
8817,13162,-121.4,36.86,36.0,1256.0,270.0,910.0,255.0,1.9405,INLAND
8818,9511,-123.22,39.15,36.0,1166.0,216.0,504.0,203.0,3.5938,<1H OCEAN
8819,831,-122.02,37.6,36.0,1633.0,345.0,1382.0,338.0,3.694,NEAR BAY
8820,14935,-117.0,32.64,11.0,3098.0,490.0,1391.0,484.0,4.9792,NEAR OCEAN
8821,7927,-118.09,33.84,27.0,1594.0,295.0,1061.0,320.0,4.7917,<1H OCEAN
8822,14104,-117.1,32.75,20.0,2355.0,722.0,1848.0,576.0,2.0036,NEAR OCEAN
8823,10960,-117.89,33.76,36.0,2656.0,572.0,2370.0,571.0,3.8056,<1H OCEAN
8824,5368,-118.4,34.05,43.0,1028.0,145.0,394.0,149.0,10.4519,<1H OCEAN
8825,2030,-119.74,36.72,25.0,3972.0,842.0,2863.0,729.0,2.1304,INLAND
8826,7121,-118.02,33.91,34.0,2518.0,429.0,1309.0,421.0,4.7861,<1H OCEAN
8827,16554,-121.3,37.85,35.0,1034.0,206.0,604.0,192.0,2.2391,INLAND
8828,12913,-121.32,38.62,33.0,898.0,190.0,470.0,201.0,2.6897,INLAND
8829,3036,-119.2,35.37,6.0,7383.0,1095.0,3415.0,1059.0,5.3119,INLAND
8830,3408,-118.31,34.26,37.0,1444.0,246.0,624.0,239.0,5.76,<1H OCEAN
8831,11706,-120.06,39.09,30.0,2979.0,583.0,316.0,124.0,2.1987,INLAND
8832,9638,-120.95,37.09,43.0,1116.0,222.0,801.0,207.0,2.875,INLAND
8833,8307,-118.14,33.71,36.0,2484.0,525.0,792.0,446.0,5.1815,NEAR OCEAN
8834,357,-122.15,37.76,39.0,1823.0,286.0,763.0,270.0,6.0749,NEAR BAY
8835,13330,-117.66,34.04,16.0,2081.0,348.0,1332.0,356.0,4.7872,INLAND
8836,19771,-122.17,39.92,16.0,1566.0,306.0,652.0,287.0,1.9038,INLAND
8837,18230,-122.09,37.4,17.0,748.0,184.0,412.0,180.0,3.4375,NEAR BAY
8838,20395,-118.85,34.25,17.0,5593.0,732.0,1992.0,660.0,7.2965,<1H OCEAN
8839,15043,-116.92,32.78,21.0,4192.0,752.0,2101.0,710.0,4.4306,<1H OCEAN
8840,4595,-118.28,34.05,31.0,1525.0,730.0,2510.0,652.0,1.6355,<1H OCEAN
8841,20046,-119.01,36.06,25.0,1505.0,,1392.0,359.0,1.6812,INLAND
8842,14598,-117.18,32.81,19.0,6823.0,1509.0,3784.0,1509.0,3.1032,NEAR OCEAN
8843,15776,-122.45,37.77,52.0,3939.0,852.0,1737.0,797.0,4.5052,NEAR BAY
8844,9462,-123.8,39.47,28.0,2492.0,507.0,1202.0,460.0,2.7857,<1H OCEAN
8845,4371,-118.28,34.11,52.0,1803.0,437.0,787.0,388.0,4.5781,<1H OCEAN
8846,6800,-118.12,34.09,25.0,4870.0,1371.0,3518.0,1296.0,3.2307,<1H OCEAN
8847,1778,-122.35,37.94,34.0,1880.0,459.0,1358.0,422.0,1.6571,NEAR BAY
8848,7294,-118.2,33.98,38.0,867.0,243.0,950.0,235.0,1.8929,<1H OCEAN
8849,19729,-121.58,38.81,25.0,778.0,135.0,340.0,155.0,1.7857,INLAND
8850,19643,-120.82,37.54,20.0,707.0,114.0,282.0,86.0,6.1324,INLAND
8851,7647,-118.27,33.81,38.0,1607.0,337.0,1130.0,334.0,4.4821,<1H OCEAN
8852,18892,-122.24,38.11,52.0,2111.0,310.0,772.0,323.0,4.775,NEAR BAY
8853,1474,-122.04,37.97,26.0,2470.0,626.0,1174.0,573.0,2.9861,NEAR BAY
8854,17156,-122.19,37.42,47.0,932.0,167.0,295.0,116.0,8.4375,NEAR OCEAN
8855,13973,-116.82,34.24,11.0,5799.0,1527.0,713.0,262.0,2.5147,INLAND
8856,12861,-121.38,38.7,25.0,3919.0,764.0,2203.0,783.0,2.2402,INLAND
8857,14799,-117.11,32.58,12.0,1086.0,294.0,870.0,290.0,2.4213,NEAR OCEAN
8858,3227,-119.64,36.32,32.0,2205.0,523.0,1772.0,479.0,1.3569,INLAND
8859,15087,-116.93,32.82,26.0,4129.0,714.0,1820.0,718.0,4.2586,<1H OCEAN
8860,14715,-117.05,32.8,25.0,1905.0,250.0,865.0,253.0,6.4797,<1H OCEAN
8861,8568,-118.42,33.9,29.0,1929.0,523.0,686.0,455.0,5.5347,<1H OCEAN
8862,10038,-121.04,39.22,14.0,1889.0,471.0,853.0,399.0,2.25,INLAND
8863,17190,-122.27,37.24,30.0,2762.0,593.0,1581.0,502.0,5.1002,NEAR OCEAN
8864,14512,-117.16,32.91,5.0,1619.0,272.0,1063.0,296.0,6.0891,<1H OCEAN
8865,4225,-118.29,34.11,40.0,2681.0,737.0,1144.0,669.0,3.0461,<1H OCEAN
8866,8943,-118.47,34.01,44.0,2017.0,343.0,958.0,382.0,6.1014,<1H OCEAN
8867,11806,-121.14,38.92,16.0,2069.0,312.0,889.0,299.0,4.6771,INLAND
8868,11465,-118.0,33.66,16.0,2809.0,708.0,1260.0,638.0,3.2353,NEAR OCEAN
8869,7091,-118.01,33.92,35.0,1606.0,289.0,829.0,273.0,5.273,<1H OCEAN
8870,14643,-117.19,32.78,34.0,4108.0,664.0,1659.0,644.0,4.4097,NEAR OCEAN
8871,7652,-118.27,33.83,28.0,2152.0,415.0,1623.0,429.0,4.35,<1H OCEAN
8872,19131,-122.73,38.26,35.0,3941.0,645.0,1668.0,620.0,4.385,<1H OCEAN
8873,15699,-122.46,37.79,52.0,2106.0,373.0,743.0,348.0,5.2909,NEAR BAY
8874,12724,-121.37,38.59,36.0,2388.0,369.0,838.0,356.0,4.775,INLAND
8875,8963,-118.39,33.99,32.0,2612.0,418.0,1030.0,402.0,6.603,<1H OCEAN
8876,19781,-122.81,40.93,16.0,2050.0,471.0,588.0,195.0,2.7083,INLAND
8877,14613,-117.17,32.79,44.0,2262.0,647.0,3009.0,657.0,2.2663,NEAR OCEAN
8878,4482,-118.19,34.06,32.0,555.0,159.0,748.0,163.0,1.9762,<1H OCEAN
8879,18340,-122.14,37.43,52.0,1944.0,308.0,696.0,293.0,8.2664,NEAR BAY
8880,18661,-121.94,36.97,31.0,1738.0,422.0,746.0,355.0,2.5172,NEAR OCEAN
8881,1605,-122.08,37.88,24.0,2059.0,462.0,410.0,294.0,2.3971,NEAR BAY
8882,8306,-118.12,33.75,41.0,2072.0,491.0,742.0,414.0,3.9934,NEAR OCEAN
8883,11392,-117.97,33.73,27.0,2097.0,325.0,1217.0,331.0,5.7121,<1H OCEAN
8884,10431,-117.62,33.43,27.0,1835.0,413.0,1221.0,377.0,3.2232,NEAR OCEAN
8885,2874,-118.96,35.37,40.0,1603.0,374.0,1026.0,337.0,1.365,INLAND
8886,12081,-117.54,33.76,5.0,5846.0,1035.0,3258.0,1001.0,4.7965,<1H OCEAN
8887,7617,-118.24,33.85,25.0,9594.0,1489.0,5237.0,1496.0,5.9684,<1H OCEAN
8888,9011,-118.66,34.1,12.0,2560.0,365.0,907.0,366.0,10.076,NEAR OCEAN
8889,11938,-117.41,33.94,29.0,3181.0,714.0,1603.0,706.0,3.25,INLAND
8890,10752,-117.89,33.61,42.0,1301.0,280.0,539.0,249.0,5.0,<1H OCEAN
8891,13261,-117.67,34.1,19.0,2969.0,605.0,1326.0,573.0,4.3438,INLAND
8892,7215,-118.17,34.02,39.0,759.0,215.0,883.0,226.0,2.125,<1H OCEAN
8893,12355,-116.54,33.8,22.0,6050.0,1387.0,1432.0,890.0,2.2216,INLAND
8894,11360,-117.91,33.74,15.0,715.0,214.0,1394.0,244.0,3.3846,<1H OCEAN
8895,13708,-117.21,34.11,27.0,1245.0,229.0,692.0,234.0,3.2176,INLAND
8896,10804,-117.93,33.62,37.0,2204.0,428.0,807.0,410.0,7.0516,<1H OCEAN
8897,18766,-122.26,40.58,14.0,2539.0,466.0,1271.0,438.0,3.9762,INLAND
8898,4567,-118.26,34.06,38.0,715.0,282.0,1174.0,300.0,2.345,<1H OCEAN
8899,6138,-117.97,34.08,30.0,2227.0,474.0,1961.0,481.0,3.3261,INLAND
8900,16052,-122.48,37.76,50.0,2236.0,484.0,1171.0,467.0,4.0977,NEAR BAY
8901,6428,-117.99,34.12,35.0,1040.0,231.0,1040.0,242.0,2.5395,INLAND
8902,17953,-121.98,37.33,30.0,2645.0,462.0,1506.0,480.0,6.3716,<1H OCEAN
8903,14113,-117.11,32.74,25.0,684.0,190.0,665.0,187.0,2.4524,NEAR OCEAN
8904,19912,-119.31,36.32,23.0,2945.0,592.0,1419.0,532.0,2.5733,INLAND
8905,16410,-121.23,37.94,20.0,268.0,78.0,77.0,49.0,1.125,INLAND
8906,6681,-118.09,34.15,52.0,670.0,141.0,268.0,110.0,3.5568,INLAND
8907,19110,-122.64,38.23,52.0,1075.0,249.0,519.0,210.0,3.0769,<1H OCEAN
8908,5991,-117.71,34.09,36.0,2637.0,476.0,1385.0,483.0,4.1739,INLAND
8909,13296,-117.65,34.08,52.0,2264.0,439.0,1031.0,437.0,3.375,INLAND
8910,4044,-118.49,34.15,33.0,2829.0,360.0,1010.0,363.0,10.3587,<1H OCEAN
8911,1658,-121.94,37.95,18.0,2541.0,355.0,986.0,346.0,7.1978,INLAND
8912,16176,-122.4,37.75,26.0,54.0,9.0,23.0,9.0,6.1359,NEAR BAY
8913,8266,-118.18,33.77,49.0,2297.0,759.0,1105.0,629.0,1.8388,NEAR OCEAN
8914,568,-122.24,37.73,21.0,7031.0,1249.0,2930.0,1235.0,4.5213,NEAR BAY
8915,7917,-118.07,33.87,28.0,2399.0,436.0,1613.0,429.0,3.6339,<1H OCEAN
8916,13701,-117.24,34.11,23.0,1920.0,454.0,1161.0,358.0,2.2109,INLAND
8917,3534,-118.55,34.26,21.0,4018.0,536.0,1508.0,529.0,8.203,<1H OCEAN
8918,1663,-121.93,37.93,16.0,2169.0,262.0,877.0,245.0,6.6049,INLAND
8919,3477,-118.51,34.3,24.0,6145.0,868.0,2710.0,875.0,7.5078,<1H OCEAN
8920,16099,-122.51,37.76,43.0,2345.0,624.0,1439.0,614.0,2.8448,NEAR OCEAN
8921,6470,-118.06,34.1,38.0,1960.0,330.0,874.0,308.0,4.8594,<1H OCEAN
8922,7705,-118.13,33.96,35.0,1500.0,250.0,706.0,250.0,4.5625,<1H OCEAN
8923,4890,-118.25,34.02,35.0,1368.0,486.0,2239.0,461.0,1.913,<1H OCEAN
8924,2641,-124.09,40.55,24.0,2978.0,553.0,1370.0,480.0,2.7644,<1H OCEAN
8925,19239,-122.63,38.5,19.0,2107.0,332.0,874.0,341.0,5.7819,<1H OCEAN
8926,11659,-118.01,33.82,10.0,3897.0,893.0,1992.0,693.0,4.1591,<1H OCEAN
8927,13374,-117.51,34.16,2.0,718.0,98.0,119.0,50.0,4.1,INLAND
8928,3300,-122.62,38.94,14.0,1731.0,400.0,638.0,282.0,2.3179,INLAND
8929,15753,-122.45,37.77,52.0,2296.0,509.0,1039.0,472.0,4.1417,NEAR BAY
8930,14930,-117.02,32.66,19.0,771.0,,376.0,108.0,6.6272,NEAR OCEAN
8931,2502,-120.38,36.76,12.0,932.0,244.0,1043.0,243.0,1.4038,INLAND
8932,3258,-122.89,39.42,16.0,411.0,114.0,26.0,19.0,0.4999,INLAND
8933,8443,-118.36,33.9,40.0,1271.0,276.0,725.0,234.0,5.0452,<1H OCEAN
8934,16968,-122.31,37.54,38.0,1946.0,407.0,975.0,417.0,4.0726,NEAR OCEAN
8935,17572,-121.92,37.32,39.0,836.0,254.0,704.0,272.0,3.5256,<1H OCEAN
8936,9158,-118.44,34.5,5.0,1514.0,220.0,1355.0,215.0,8.1344,INLAND
8937,2919,-119.04,35.37,46.0,1637.0,338.0,714.0,297.0,2.1818,INLAND
8938,15386,-117.03,33.32,14.0,1088.0,209.0,601.0,193.0,3.8438,<1H OCEAN
8939,5233,-118.24,33.94,39.0,1215.0,273.0,1211.0,265.0,1.7212,<1H OCEAN
8940,13346,-117.64,34.03,11.0,2050.0,382.0,1044.0,371.0,4.8281,INLAND
8941,9301,-122.56,38.01,21.0,2144.0,400.0,840.0,398.0,4.6,NEAR BAY
8942,5703,-118.26,34.23,43.0,1428.0,325.0,836.0,302.0,4.5759,<1H OCEAN
8943,17105,-122.22,37.46,13.0,2888.0,546.0,1182.0,504.0,6.0255,NEAR OCEAN
8944,10880,-117.89,33.71,23.0,1422.0,260.0,1092.0,263.0,4.7422,<1H OCEAN
8945,4348,-118.36,34.11,35.0,3946.0,695.0,1361.0,620.0,6.5195,<1H OCEAN
8946,8215,-118.19,33.79,37.0,1834.0,551.0,1967.0,476.0,2.137,NEAR OCEAN
8947,6376,-118.03,34.15,43.0,1694.0,283.0,674.0,267.0,4.1797,INLAND
8948,7361,-118.18,33.97,26.0,6895.0,1877.0,8551.0,1808.0,2.3175,<1H OCEAN
8949,9639,-120.85,37.08,3.0,3425.0,611.0,1588.0,459.0,4.1779,INLAND
8950,20207,-119.23,34.27,22.0,3536.0,615.0,1650.0,612.0,4.2381,NEAR OCEAN
8951,5738,-118.24,34.16,52.0,2187.0,284.0,733.0,274.0,9.5823,<1H OCEAN
8952,17995,-121.98,37.29,33.0,2120.0,349.0,907.0,336.0,7.5443,<1H OCEAN
8953,20142,-119.06,34.36,52.0,1239.0,320.0,934.0,298.0,1.8618,<1H OCEAN
8954,15471,-117.2,33.15,11.0,4091.0,864.0,1927.0,765.0,3.0139,<1H OCEAN
8955,16684,-120.59,35.11,25.0,3642.0,726.0,1729.0,673.0,3.155,<1H OCEAN
8956,9919,-122.32,38.33,17.0,851.0,118.0,370.0,123.0,5.0877,NEAR BAY
8957,14228,-117.04,32.68,14.0,1320.0,270.0,943.0,260.0,5.0947,NEAR OCEAN
8958,20260,-119.18,34.21,30.0,1096.0,231.0,741.0,229.0,3.8625,NEAR OCEAN
8959,19777,-122.19,39.92,20.0,2563.0,658.0,1363.0,611.0,1.023,INLAND
8960,6338,-117.88,33.96,16.0,19059.0,3079.0,10988.0,3061.0,5.5469,<1H OCEAN
8961,3363,-120.36,40.45,19.0,689.0,143.0,355.0,127.0,1.7333,INLAND
8962,13811,-117.01,34.89,26.0,2599.0,498.0,1332.0,443.0,2.7198,INLAND
8963,18599,-122.12,37.12,51.0,2419.0,485.0,1078.0,435.0,2.7933,NEAR OCEAN
8964,805,-122.06,37.64,33.0,1160.0,252.0,729.0,220.0,3.8259,NEAR BAY
8965,15835,-122.43,37.75,52.0,2721.0,581.0,1043.0,519.0,3.7545,NEAR BAY
8966,2265,-119.82,36.78,36.0,1582.0,313.0,761.0,318.0,2.6055,INLAND
8967,15035,-117.0,32.79,31.0,3256.0,726.0,1595.0,706.0,3.4773,<1H OCEAN
8968,7586,-118.23,33.9,31.0,2143.0,522.0,2276.0,519.0,1.8095,<1H OCEAN
8969,11254,-117.99,33.81,46.0,38.0,8.0,66.0,14.0,4.1667,<1H OCEAN
8970,15992,-122.47,37.75,49.0,2747.0,472.0,1281.0,448.0,5.482,NEAR BAY
8971,105,-122.24,37.82,52.0,1509.0,225.0,674.0,244.0,4.9306,NEAR BAY
8972,14426,-117.25,32.8,32.0,1601.0,468.0,731.0,429.0,2.5568,NEAR OCEAN
8973,963,-121.91,37.69,18.0,2876.0,423.0,1395.0,427.0,6.3132,<1H OCEAN
8974,7556,-118.19,33.92,35.0,915.0,241.0,1153.0,252.0,3.305,<1H OCEAN
8975,18151,-122.04,37.34,19.0,3694.0,1036.0,2496.0,986.0,3.6991,<1H OCEAN
8976,10025,-121.23,39.27,11.0,1265.0,224.0,573.0,205.0,3.3603,INLAND
8977,8473,-118.32,33.91,35.0,881.0,159.0,605.0,170.0,3.6654,<1H OCEAN
8978,8483,-118.29,33.92,34.0,1374.0,240.0,906.0,248.0,5.3292,<1H OCEAN
8979,17186,-122.34,37.46,21.0,1799.0,293.0,576.0,277.0,7.439,NEAR OCEAN
8980,3304,-122.63,38.96,20.0,2507.0,577.0,1072.0,457.0,2.3083,INLAND
8981,15442,-117.27,33.18,4.0,3371.0,773.0,1481.0,627.0,2.9133,NEAR OCEAN
8982,14606,-117.14,32.83,25.0,2161.0,462.0,896.0,468.0,2.2284,NEAR OCEAN
8983,2332,-119.69,36.83,7.0,2075.0,353.0,1040.0,362.0,3.9943,INLAND
8984,12505,-121.44,38.56,52.0,906.0,165.0,257.0,166.0,2.8542,INLAND
8985,1300,-121.81,38.0,37.0,2724.0,579.0,1400.0,540.0,2.905,INLAND
8986,3776,-118.42,34.16,25.0,2769.0,566.0,1201.0,545.0,3.6641,<1H OCEAN
8987,18065,-122.04,37.24,24.0,1521.0,209.0,539.0,192.0,11.1557,<1H OCEAN
8988,19076,-122.49,38.29,26.0,1726.0,289.0,672.0,251.0,3.8,<1H OCEAN
8989,20237,-119.27,34.27,52.0,1577.0,343.0,836.0,335.0,3.5893,NEAR OCEAN
8990,7667,-118.08,33.93,39.0,1478.0,324.0,1127.0,320.0,3.525,<1H OCEAN
8991,5311,-118.43,34.06,41.0,1463.0,267.0,601.0,267.0,5.3777,<1H OCEAN
8992,748,-122.09,37.66,39.0,1160.0,259.0,725.0,274.0,2.2222,NEAR BAY
8993,15344,-117.35,33.21,18.0,2971.0,606.0,2051.0,493.0,2.675,NEAR OCEAN
8994,4184,-118.22,34.13,40.0,2749.0,580.0,1375.0,511.0,4.825,<1H OCEAN
8995,14262,-117.11,32.71,29.0,1040.0,291.0,1054.0,297.0,1.1818,NEAR OCEAN
8996,17508,-121.9,37.34,50.0,1345.0,287.0,791.0,254.0,3.5966,<1H OCEAN
8997,8754,-118.36,33.82,28.0,67.0,15.0,49.0,11.0,6.1359,<1H OCEAN
8998,8468,-118.33,33.91,8.0,10731.0,3335.0,7211.0,3028.0,2.455,<1H OCEAN
8999,1959,-120.78,38.72,19.0,4414.0,767.0,1865.0,699.0,3.6406,INLAND
9000,13247,-117.64,34.12,18.0,3605.0,534.0,1682.0,480.0,5.8407,INLAND
9001,12838,-121.46,38.69,11.0,3335.0,658.0,1963.0,622.0,3.3125,INLAND
9002,17442,-120.46,34.66,5.0,2904.0,702.0,1302.0,618.0,3.0081,NEAR OCEAN
9003,15737,-122.42,37.78,19.0,4065.0,1645.0,2079.0,1470.0,3.1462,NEAR BAY
9004,17248,-119.7,34.42,52.0,329.0,109.0,291.0,102.0,1.4722,<1H OCEAN
9005,15862,-122.4,37.75,44.0,6848.0,1584.0,3269.0,1383.0,2.8679,NEAR BAY
9006,12757,-121.39,38.63,34.0,1226.0,180.0,359.0,167.0,3.8068,INLAND
9007,13847,-117.34,34.49,9.0,3293.0,585.0,1678.0,530.0,3.2941,INLAND
9008,4904,-118.26,34.01,38.0,697.0,208.0,749.0,206.0,1.4653,<1H OCEAN
9009,16851,-122.42,37.61,17.0,1040.0,432.0,669.0,405.0,4.1513,NEAR OCEAN
9010,14316,-117.14,32.7,36.0,633.0,148.0,557.0,139.0,1.5729,NEAR OCEAN
9011,1621,-122.08,37.82,4.0,2045.0,237.0,830.0,252.0,11.3421,NEAR BAY
9012,19856,-119.41,36.35,20.0,1743.0,340.0,1390.0,336.0,2.2222,INLAND
9013,5536,-118.44,33.96,33.0,2799.0,491.0,978.0,447.0,5.6435,<1H OCEAN
9014,2351,-119.68,36.79,16.0,1551.0,,1010.0,292.0,3.5417,INLAND
9015,11744,-121.16,38.74,17.0,3353.0,463.0,1417.0,447.0,5.1721,INLAND
9016,16691,-120.61,35.13,16.0,3431.0,721.0,1777.0,701.0,2.7301,<1H OCEAN
9017,5942,-117.88,34.14,23.0,2308.0,322.0,1001.0,317.0,7.5112,INLAND
9018,10464,-117.73,33.49,31.0,5112.0,778.0,1530.0,648.0,10.3983,<1H OCEAN
9019,11606,-118.02,33.8,16.0,2956.0,393.0,1379.0,429.0,8.4952,<1H OCEAN
9020,3099,-117.68,35.65,15.0,2701.0,576.0,1245.0,513.0,3.3269,INLAND
9021,8460,-118.36,33.9,39.0,1166.0,222.0,640.0,206.0,3.5313,<1H OCEAN
9022,16168,-122.51,37.78,47.0,2496.0,494.0,1201.0,454.0,4.0353,NEAR BAY
9023,10334,-117.74,33.85,4.0,5416.0,820.0,1753.0,583.0,6.9544,<1H OCEAN
9024,7936,-118.08,33.82,30.0,2636.0,652.0,3412.0,649.0,2.8095,<1H OCEAN
9025,14864,-117.09,32.64,38.0,2095.0,536.0,1240.0,550.0,2.7218,NEAR OCEAN
9026,3373,-118.3,34.26,37.0,2824.0,633.0,1619.0,573.0,3.5568,<1H OCEAN
9027,16654,-120.65,35.27,52.0,2254.0,642.0,1237.0,590.0,2.6208,NEAR OCEAN
9028,18167,-122.03,37.35,19.0,3811.0,1227.0,1930.0,1153.0,3.5154,<1H OCEAN
9029,11824,-120.99,39.04,17.0,2289.0,450.0,1182.0,397.0,2.3696,INLAND
9030,11451,-117.97,33.68,16.0,4508.0,598.0,2221.0,623.0,7.3731,<1H OCEAN
9031,17735,-121.81,37.3,15.0,1929.0,345.0,1683.0,347.0,5.5248,<1H OCEAN
9032,10343,-117.66,33.61,16.0,2022.0,254.0,789.0,270.0,8.4112,<1H OCEAN
9033,12898,-121.34,38.64,17.0,2761.0,501.0,1128.0,482.0,3.7562,INLAND
9034,20067,-120.4,37.98,19.0,2010.0,433.0,910.0,390.0,2.6696,INLAND
9035,2613,-124.08,40.99,18.0,3297.0,662.0,1554.0,578.0,2.6847,NEAR OCEAN
9036,4432,-118.2,34.08,49.0,1320.0,309.0,1405.0,328.0,2.4375,<1H OCEAN
9037,15163,-116.99,32.96,17.0,5509.0,866.0,2748.0,817.0,4.8854,<1H OCEAN
9038,1491,-122.02,37.95,22.0,3526.0,510.0,1660.0,508.0,5.6642,NEAR BAY
9039,19161,-122.68,38.36,8.0,7520.0,1336.0,3833.0,1287.0,4.3278,<1H OCEAN
9040,3896,-118.5,34.21,35.0,1668.0,332.0,807.0,311.0,4.5125,<1H OCEAN
9041,12430,-116.26,33.65,3.0,7437.0,1222.0,574.0,302.0,10.2948,INLAND
9042,15845,-122.43,37.75,52.0,2155.0,468.0,962.0,490.0,3.775,NEAR BAY
9043,10589,-117.77,33.69,16.0,1666.0,341.0,479.0,336.0,2.1406,<1H OCEAN
9044,17569,-121.94,37.33,37.0,818.0,269.0,576.0,261.0,2.1902,<1H OCEAN
9045,908,-122.0,37.54,29.0,4133.0,744.0,2023.0,749.0,5.1616,<1H OCEAN
9046,4391,-118.27,34.07,27.0,1190.0,,1795.0,422.0,1.7016,<1H OCEAN
9047,794,-122.08,37.64,30.0,5267.0,1253.0,4065.0,1113.0,3.3479,NEAR BAY
9048,15721,-122.45,37.78,52.0,2686.0,606.0,1392.0,578.0,4.0,NEAR BAY
9049,15690,-122.44,37.79,52.0,1979.0,359.0,648.0,370.0,5.3124,NEAR BAY
9050,18952,-122.06,38.25,36.0,1818.0,323.0,953.0,298.0,3.3153,INLAND
9051,19528,-120.97,37.64,42.0,2359.0,504.0,1131.0,480.0,2.0833,INLAND
9052,20082,-120.3,38.04,6.0,1281.0,245.0,422.0,160.0,3.2875,INLAND
9053,19974,-118.82,36.13,43.0,1281.0,287.0,534.0,231.0,2.8906,INLAND
9054,6157,-117.96,34.08,39.0,1076.0,338.0,1242.0,332.0,2.2679,<1H OCEAN
9055,15754,-122.45,37.77,52.0,2191.0,627.0,1100.0,585.0,3.0409,NEAR BAY
9056,3421,-118.42,34.28,34.0,1999.0,427.0,2391.0,439.0,2.8,<1H OCEAN
9057,4584,-118.27,34.06,45.0,564.0,353.0,1172.0,319.0,1.494,<1H OCEAN
9058,9168,-118.56,34.42,2.0,966.0,270.0,233.0,169.0,1.9667,<1H OCEAN
9059,5707,-118.23,34.21,36.0,2988.0,719.0,1357.0,657.0,3.5174,<1H OCEAN
9060,19237,-122.6,38.48,17.0,1528.0,264.0,606.0,251.0,6.6004,<1H OCEAN
9061,19434,-121.03,37.65,37.0,375.0,58.0,120.0,37.0,3.9844,INLAND
9062,15641,-122.42,37.8,52.0,3321.0,1115.0,1576.0,1034.0,2.0987,NEAR BAY
9063,6778,-118.17,34.12,37.0,2246.0,481.0,995.0,459.0,4.2944,<1H OCEAN
9064,2774,-115.8,33.26,2.0,96.0,18.0,30.0,16.0,5.3374,INLAND
9065,3716,-118.41,34.2,32.0,2734.0,654.0,2209.0,610.0,3.5164,<1H OCEAN
9066,1371,-122.11,38.01,39.0,1313.0,306.0,575.0,231.0,3.1711,NEAR BAY
9067,16914,-122.36,37.54,23.0,6184.0,747.0,2165.0,700.0,10.1675,NEAR OCEAN
9068,9084,-118.19,34.67,8.0,11275.0,1822.0,5731.0,1692.0,5.0285,INLAND
9069,8584,-118.4,33.89,31.0,2926.0,492.0,1149.0,476.0,7.9611,<1H OCEAN
9070,6031,-117.72,34.08,34.0,2742.0,491.0,1761.0,496.0,3.2481,INLAND
9071,15418,-117.25,33.22,26.0,2010.0,347.0,1160.0,331.0,3.9815,<1H OCEAN
9072,13871,-117.33,34.41,13.0,3684.0,604.0,1767.0,585.0,3.7478,INLAND
9073,11871,-117.35,34.0,38.0,1214.0,254.0,723.0,236.0,2.5469,INLAND
9074,12927,-121.3,38.65,26.0,3192.0,447.0,1132.0,418.0,4.5278,INLAND
9075,13942,-117.17,34.28,13.0,4867.0,718.0,780.0,250.0,7.1997,INLAND
9076,8156,-118.11,33.82,37.0,1756.0,345.0,836.0,335.0,4.375,<1H OCEAN
9077,4282,-118.32,34.1,36.0,1655.0,690.0,1957.0,633.0,1.7325,<1H OCEAN
